"var_names","var_labels","year","survey","type"
"cf18k302","Does the school of child 6 (born in the years 2000 through 2013) have a continuous schedule?",2018,"Family & Household","categorical"
"cf19l302","Does the school of child 6 (born in the years 2001 through 2014) have a continuous schedule?",2019,"Family & Household","categorical"
"cf08a303","Does the school of child 7 (born in the years 1990 through 2003) have a continuous schedule?",2008,"Family & Household","categorical"
"cf09b303","Does the school of child 7 (born in the years 1991 through 2004) have a continuous schedule?",2009,"Family & Household","categorical"
"cf10c303","Does the school of child 7 (born in the years 1992 through 2005) have a continuous schedule?",2010,"Family & Household","categorical"
"cf11d303","Does the school of child 7 (born in the years 1993 through 2006) have a continuous schedule?",2011,"Family & Household","categorical"
"cf12e303","Does the school of child 7 (born in the years 1994 through 2007) have a continuous schedule?",2012,"Family & Household","categorical"
"cf13f303","Does the school of child 7 (born in the years 1995 through 2008) have a continuous schedule?",2013,"Family & Household","categorical"
"cf14g303","Does the school of child 7 (born in the years 1996 through 2009) have a continuous schedule?",2014,"Family & Household","categorical"
"cf15h303","Does the school of child 7 (born in the years 1997 through 2010) have a continuous schedule?",2015,"Family & Household","categorical"
"cf16i303","Does the school of child 7 (born in the years 1998 through 2011) have a continuous schedule?",2016,"Family & Household","categorical"
"cf17j303","Does the school of child 7 (born in the years 1999 through 2012) have a continuous schedule?",2017,"Family & Household","categorical"
"cf18k303","Does the school of child 7 (born in the years 2000 through 2013) have a continuous schedule?",2018,"Family & Household","categorical"
"cf19l303","Does the school of child 7 (born in the years 2001 through 2014) have a continuous schedule?",2019,"Family & Household","categorical"
"cf08a304","Does the school of child 8 (born in the years 1990 through 2003) have a continuous schedule?",2008,"Family & Household","categorical"
"cf09b304","Does the school of child 8 (born in the years 1991 through 2004) have a continuous schedule?",2009,"Family & Household","categorical"
"cf10c304","Does the school of child 8 (born in the years 1992 through 2005) have a continuous schedule?",2010,"Family & Household","categorical"
"cf11d304","Does the school of child 8 (born in the years 1993 through 2006) have a continuous schedule?",2011,"Family & Household","categorical"
"cf12e304","Does the school of child 8 (born in the years 1994 through 2007) have a continuous schedule?",2012,"Family & Household","categorical"
"cf13f304","Does the school of child 8 (born in the years 1995 through 2008) have a continuous schedule?",2013,"Family & Household","categorical"
"cf14g304","Does the school of child 8 (born in the years 1996 through 2009) have a continuous schedule?",2014,"Family & Household","categorical"
"cf15h304","Does the school of child 8 (born in the years 1997 through 2010) have a continuous schedule?",2015,"Family & Household","categorical"
"cf16i304","Does the school of child 8 (born in the years 1998 through 2011) have a continuous schedule?",2016,"Family & Household","categorical"
"cf17j304","Does the school of child 8 (born in the years 1999 through 2012) have a continuous schedule?",2017,"Family & Household","categorical"
"cf18k304","Does the school of child 8 (born in the years 2000 through 2013) have a continuous schedule?",2018,"Family & Household","categorical"
"cf19l304","Does the school of child 8 (born in the years 2001 through 2014) have a continuous schedule?",2019,"Family & Household","categorical"
"cf08a305","Does the school of child 9 (born in the years 1990 through 2003) have a continuous schedule?",2008,"Family & Household","categorical"
"cf09b305","Does the school of child 9 (born in the years 1991 through 2004) have a continuous schedule?",2009,"Family & Household","categorical"
"cf10c305","Does the school of child 9 (born in the years 1992 through 2005) have a continuous schedule?",2010,"Family & Household","categorical"
"cf11d305","Does the school of child 9 (born in the years 1993 through 2006) have a continuous schedule?",2011,"Family & Household","categorical"
"cf12e305","Does the school of child 9 (born in the years 1994 through 2007) have a continuous schedule?",2012,"Family & Household","categorical"
"cf13f305","Does the school of child 9 (born in the years 1995 through 2008) have a continuous schedule?",2013,"Family & Household","categorical"
"cf14g305","Does the school of child 9 (born in the years 1996 through 2009) have a continuous schedule?",2014,"Family & Household","categorical"
"cf15h305","Does the school of child 9 (born in the years 1997 through 2010) have a continuous schedule?",2015,"Family & Household","categorical"
"cf16i305","Does the school of child 9 (born in the years 1998 through 2011) have a continuous schedule?",2016,"Family & Household","categorical"
"cf17j305","Does the school of child 9 (born in the years 1999 through 2012) have a continuous schedule?",2017,"Family & Household","categorical"
"cf18k305","Does the school of child 9 (born in the years 2000 through 2013) have a continuous schedule?",2018,"Family & Household","categorical"
"cf19l305","Does the school of child 9 (born in the years 2001 through 2014) have a continuous schedule?",2019,"Family & Household","categorical"
"cf08a306","Does the school of child 10 (born in the years 1990 through 2003) have a continuous schedule?",2008,"Family & Household","categorical"
"cf09b306","Does the school of child 10 (born in the years 1991 through 2004) have a continuous schedule?",2009,"Family & Household","categorical"
"cf10c306","Does the school of child 10 (born in the years 1992 through 2005) have a continuous schedule?",2010,"Family & Household","categorical"
"cf11d306","Does the school of child 10 (born in the years 1993 through 2006) have a continuous schedule?",2011,"Family & Household","categorical"
"cf12e306","Does the school of child 10 (born in the years 1994 through 2007) have a continuous schedule?",2012,"Family & Household","categorical"
"cf13f306","Does the school of child 10 (born in the years 1995 through 2008) have a continuous schedule?",2013,"Family & Household","categorical"
"cf14g306","Does the school of child 10 (born in the years 1996 through 2009) have a continuous schedule?",2014,"Family & Household","categorical"
"cf15h306","Does the school of child 10 (born in the years 1997 through 2010) have a continuous schedule?",2015,"Family & Household","categorical"
"cf16i306","Does the school of child 10 (born in the years 1998 through 2011) have a continuous schedule?",2016,"Family & Household","categorical"
"cf17j306","Does the school of child 10 (born in the years 1999 through 2012) have a continuous schedule?",2017,"Family & Household","categorical"
"cf18k306","Does the school of child 10 (born in the years 2000 through 2013) have a continuous schedule?",2018,"Family & Household","categorical"
"cf19l306","Does the school of child 10 (born in the years 2001 through 2014) have a continuous schedule?",2019,"Family & Household","categorical"
"cf08a307","Does the school of child 11 (born in the years 1990 through 2003) have a continuous schedule?",2008,"Family & Household","categorical"
"cf09b307","Does the school of child 11 (born in the years 1991 through 2004) have a continuous schedule?",2009,"Family & Household","categorical"
