"","last3letters","n_waves","which_waves","var_names","n_unique_labels","unique_labels","value_labels"
"1125","379","1","2019","ci19l379","1","Do you think that there is any chance that you might lose your job in the coming 12 months (not because you are retiring)? You can indicate this in terms of a percentage.","c(`n/a since I don’t have a job` = -9, `n/a since I am voluntarily quitting my job` = -8)"
"1126","380","1","2019","ci19l380","1","Can you indicate, on a scale from 0 to 10, to what degree you consider yourself happy?","c(`0 not at all happy` = 0, `1` = 1, `2` = 2, `3` = 3, `4` = 4, `5` = 5, `6` = 6, `7` = 7, `8` = 8, `9` = 9, `10 very happy` = 10)"
"1127","381","1","2019","ci19l381","1","What was the total amount of your arrears on rent or mortgage on 31 December 2018?","c(`I don't know` = -9, `I prefer not to say` = -8)"
"1128","382","1","2019","ci19l382","1","Do you eat a meal with meat, chicken, fish or a full vegetarian meal once a day?","c(yes = 1, `no, I don't have enough money for that` = 2, `no, I don't think it is necessary` = 3, `no, for another reason` = 4, `not applicable` = 5)"
"1129","383","1","2019","ci19l383","1","Primary occupation","c(`Paid employment` = 1, `Works or assists in family business` = 2, `Autonomous professional, freelancer, or self-employed` = 3, `Job seeker following job loss` = 4, `First-time job seeker` = 5, `Exempted from job seeking following job loss` = 6, `Attends school or is studying` = 7, `Takes care of the housekeeping` = 8, `Is pensioner ([voluntary] early retirement, old age pension scheme)` = 9, `Has (partial) work disability` = 10, `Performs unpaid work while retaining unemployment benefit` = 11, 
`Performs voluntary work` = 12, `Does something else` = 13, `Is too young to have an occupation` = 14)"
"1130","384","1","2019","ci19l384","1","What was the total amount of other forms of income?","c(`I don't know` = -9)"
"1131","385","1","2019","ci19l385","1","Can you indicate, then, to what category the total amount of other forms of income that you received in 2018 belongs?","c(`I don't know` = -9, `I prefer not to say` = -8, `less than 2,500 euros` = 1, `2,500-5,000 euros` = 2, `5,000-10,000 euros` = 3, `10,000-15,000 euros` = 4, `15,000-20,000 euros` = 5, `20,000-30,000 euros` = 6, `30,000-40,000 euros` = 7, `40,000-50,000 euros` = 8, `50,000-75,000 euros` = 9, `75,000 euros or more` = 10)"
"1132","000_m","12","2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch07a_m, ch08b_m, ch09c_m, ch10d_m, ch11e_m, ch12f_m, ch13g_m, ch15h_m, ch16i_m, ch17j_m, ch18k_m, ch19l_m","3","year and month of administration //  year and month of fieldwork // year and month of fieldwork","NULL"
"1133","0000_nohouse_encr","1",NA,"nohouse_encr","1","Number of the household encrypted","NA"
"1134","00000_nomem_encr","1",NA,"nomem_encr","1","Number of household member encrypted","NULL"
"1135","001","11","2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch08b001, ch09c001, ch10d001, ch11e001, ch12f001, ch13g001, ch15h001, ch16i001, ch17j001, ch18k001, ch19l001","3","preloaded variabele: gender // preloaded variable: gender //  preloaded variable: gender","c(male = 1, female = 2, other = 3)"
"1136","002","11","2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch08b002, ch09c002, ch10d002, ch11e002, ch12f002, ch13g002, ch15h002, ch16i002, ch17j002, ch18k002, ch19l002","3","preloaded variabele: age //  preloaded variable: age // preloaded variable: age","NULL"
"1137","003","11","2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch08b003, ch09c003, ch10d003, ch11e003, ch12f003, ch13g003, ch15h003, ch16i003, ch17j003, ch18k003, ch19l003","5","preloaded variabele: job //  preloaded variable: payed job or not // preloaded variable: payed job or not //  preloaded variable: paid job or not // preloaded variable: paid job or not","c(`has no paid job` = 0, `has paid job` = 1)"
"1138","004","12","2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch07a004, ch08b004, ch09c004, ch10d004, ch11e004, ch12f004, ch13g004, ch15h004, ch16i004, ch17j004, ch18k004, ch19l004","2","How would you describe your health, generally speaking? //  How would you describe your health, generally speaking?","c(poor = 1, moderate = 2, good = 3, `very good` = 4, excellent = 5)"
"1139","005","12","2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch07a005, ch08b005, ch09c005, ch10d005, ch11e005, ch12f005, ch13g005, ch15h005, ch16i005, ch17j005, ch18k005, ch19l005","3","Can you indicate whether your health is poorer or better, compared to last year? //  Can you indicate whether your health is poorer or better, compared to last year? // Is your health poorer or better, compared to last year?","c(`considerably poorer` = 1, `somewhat poorer` = 2, `the same` = 3, `somewhat better` = 4, `considerably better` = 5)"
"1140","006","11","2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch08b006, ch09c006, ch10d006, ch11e006, ch12f006, ch13g006, ch15h006, ch16i006, ch17j006, ch18k006, ch19l006","2","How would you rate your chance of living to be 75 years old or older? //  How would you rate your chance of living to be 75 years old or older?","c(`no chance at all` = 0, `absolutely certain` = 10)"
"1141","007","11","2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch08b007, ch09c007, ch10d007, ch11e007, ch12f007, ch13g007, ch15h007, ch16i007, ch17j007, ch18k007, ch19l007","2","How would you rate your chance of living to be 80 years old or older? //  How would you rate your chance of living to be 80 years old or older?","c(`no chance at all` = 0, `absolutely certain` = 10)"
"1142","008","11","2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch08b008, ch09c008, ch10d008, ch11e008, ch12f008, ch13g008, ch15h008, ch16i008, ch17j008, ch18k008, ch19l008","2","How would you rate your chance of living to be 85 years old or older? //  How would you rate your chance of living to be 85 years old or older?","c(`no chance at all` = 0, `absolutely certain` = 10)"
"1143","009","11","2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch08b009, ch09c009, ch10d009, ch11e009, ch12f009, ch13g009, ch15h009, ch16i009, ch17j009, ch18k009, ch19l009","2","How would you rate your chance of living to be 90 years old or older? //  How would you rate your chance of living to be 90 years old or older?","c(`no chance at all` = 0, `absolutely certain` = 10)"
"1144","010","11","2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch08b010, ch09c010, ch10d010, ch11e010, ch12f010, ch13g010, ch15h010, ch16i010, ch17j010, ch18k010, ch19l010","2","How would you rate your chance of living to be 95 years old or older? //  How would you rate your chance of living to be 95 years old or older?","c(`no chance at all` = 0, `absolutely certain` = 10)"
"1145","011","12","2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch07a011, ch08b011, ch09c011, ch10d011, ch11e011, ch12f011, ch13g011, ch15h011, ch16i011, ch17j011, ch18k011, ch19l011","4","felt very anxious //  felt very anxious //  I felt very anxious // I felt very anxious","c(never = 1, seldom = 2, sometimes = 3, often = 4, mostly = 5, continuously = 6)"
"1146","012","12","2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch07a012, ch08b012, ch09c012, ch10d012, ch11e012, ch12f012, ch13g012, ch15h012, ch16i012, ch17j012, ch18k012, ch19l012","4","felt so down that nothing could cheer me up //  felt so down that nothing could cheer me up //  I felt so down that nothing could cheer me up // I felt so down that nothing could cheer me up","c(never = 1, seldom = 2, sometimes = 3, often = 4, mostly = 5, continuously = 6)"
"1147","013","12","2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch07a013, ch08b013, ch09c013, ch10d013, ch11e013, ch12f013, ch13g013, ch15h013, ch16i013, ch17j013, ch18k013, ch19l013","4","felt calm and peaceful //  felt calm and peaceful //  I felt calm and peaceful // I felt calm and peaceful","c(never = 1, seldom = 2, sometimes = 3, often = 4, mostly = 5, continuously = 6)"
"1148","014","12","2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch07a014, ch08b014, ch09c014, ch10d014, ch11e014, ch12f014, ch13g014, ch15h014, ch16i014, ch17j014, ch18k014, ch19l014","4","felt depressed and gloomy //  felt depressed and gloomy //  I felt depressed and gloomy // I felt depressed and gloomy","c(never = 1, seldom = 2, sometimes = 3, often = 4, mostly = 5, continuously = 6)"
"1149","015","12","2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch07a015, ch08b015, ch09c015, ch10d015, ch11e015, ch12f015, ch13g015, ch15h015, ch16i015, ch17j015, ch18k015, ch19l015","2","I felt happy //  I felt happy","c(never = 1, seldom = 2, sometimes = 3, often = 4, mostly = 5, continuously = 6)"
"1150","016","12","2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch07a016, ch08b016, ch09c016, ch10d016, ch11e016, ch12f016, ch13g016, ch15h016, ch16i016, ch17j016, ch18k016, ch19l016","2","How tall are you? //  How tall are you?","NULL"
"1151","017","12","2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch07a017, ch08b017, ch09c017, ch10d017, ch11e017, ch12f017, ch13g017, ch15h017, ch16i017, ch17j017, ch18k017, ch19l017","2","How much do you weigh, without clothes and shoes? //  How much do you weigh, without clothes and shoes?","NULL"
"1152","018","12","2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch07a018, ch08b018, ch09c018, ch10d018, ch11e018, ch12f018, ch13g018, ch15h018, ch16i018, ch17j018, ch18k018, ch19l018","2","Do you suffer from any kind of long-standing disease, affliction or handicap, or do you suffer from the consequences of an accident? //  Do you suffer from any kind of long-standing disease, affliction or handicap, or do you suffer from the consequences of an accident?","c(yes = 1, no = 2)"
"1153","019","12","2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch07a019, ch08b019, ch09c019, ch10d019, ch11e019, ch12f019, ch13g019, ch15h019, ch16i019, ch17j019, ch18k019, ch19l019","2","Can you briefly describe what you suffer from? //  Can you briefly describe what you suffer from?","NULL"
"1154","020","12","2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019","ch07a020, ch08b020, ch09c020, ch10d020, ch11e020, ch12f020, ch13g020, ch15h020, ch16i020, ch17j020, ch18k020, ch19l020","2","To what extent did your physical health or emotional problems hinder your daily activities over the past month? //  To what extent did your physical health or emotional problems hinder your daily activities over the past month?","c(`not at all` = 1, hardly = 2, `a bit` = 3, `quite a lot` = 4, `very much` = 5)"
